Class	Sex	Age	Survived
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	yes
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	male	adult	no
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	yes
crew	female	adult	no
crew	female	adult	no
crew	female	adult	no
